subject_id,story,relationship,next_interaction,likert_rating,normalized_likert_rating,concrete_relationship,conflict,coercion,importance_society,importance_individuals,information_exchange,dominance_score,prestige_score,n_benefit,n_effort,diff_benefit,diff_effort,ci_lower_benefit,ci_lower_effort,ci_upper_benefit,ci_upper_effort,mean_benefit,mean_effort
52cfab01d2c1a35a2c219d1bc794c579,fundraising,Higher,Precedent,6,0.5,Coach and athlete,38.875,33.166666666666664,61.4375,71.95238095238095,92.38888888888889,36.02083333333333,75.25958994708995,58,59,0.912280701754386,2.6271186440678,0.396687370600414,2.28157096424702,1.43104651162791,3.0149908352972,0.913786045115371,2.63719683088191
52cfab01d2c1a35a2c219d1bc794c579,fundraising,Higher,Reciprocity,3,0.25,Coach and athlete,38.875,33.166666666666664,61.4375,71.95238095238095,92.38888888888889,36.02083333333333,75.25958994708995,58,59,0.912280701754386,2.6271186440678,0.396687370600414,2.28157096424702,1.43104651162791,3.0149908352972,0.913786045115371,2.63719683088191
52cfab01d2c1a35a2c219d1bc794c579,fundraising,Higher,None,3,0.25,Coach and athlete,38.875,33.166666666666664,61.4375,71.95238095238095,92.38888888888889,36.02083333333333,75.25958994708995,58,59,0.912280701754386,2.6271186440678,0.396687370600414,2.28157096424702,1.43104651162791,3.0149908352972,0.913786045115371,2.63719683088191
52cfab01d2c1a35a2c219d1bc794c579,group project,Equal,Precedent,3,0.375,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,-0.172413793103448,1.79661016949153,-0.750189393939394,1.19974137931034,0.411315993788819,2.31584928229665,-0.164306016597398,1.80123555009841
52cfab01d2c1a35a2c219d1bc794c579,group project,Equal,Reciprocity,3,0.375,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,-0.172413793103448,1.79661016949153,-0.750189393939394,1.19974137931034,0.411315993788819,2.31584928229665,-0.164306016597398,1.80123555009841
52cfab01d2c1a35a2c219d1bc794c579,group project,Equal,None,2,0.25,Between Co-workers,25.214285714285715,18.066666666666663,76.2,58.25,80.05882352941177,21.64047619047619,71.50294117647059,58,59,-0.172413793103448,1.79661016949153,-0.750189393939394,1.19974137931034,0.411315993788819,2.31584928229665,-0.164306016597398,1.80123555009841
52cfab01d2c1a35a2c219d1bc794c579,babysitting,Lower,Precedent,5,0.38461538461538464,Religious leader and Congregant,25.923076923076923,38.8,57.46153846153846,72.11111111111111,74.625,32.36153846153846,68.06588319088318,58,59,3.24137931034483,2.66101694915254,2.63029891304348,2.15217391304348,3.73363636363636,3.05457070707071,3.21598801743258,2.65245694359447
52cfab01d2c1a35a2c219d1bc794c579,babysitting,Lower,Reciprocity,6,0.46153846153846156,Religious leader and Congregant,25.923076923076923,38.8,57.46153846153846,72.11111111111111,74.625,32.36153846153846,68.06588319088318,58,59,3.24137931034483,2.66101694915254,2.63029891304348,2.15217391304348,3.73363636363636,3.05457070707071,3.21598801743258,2.65245694359447
52cfab01d2c1a35a2c219d1bc794c579,babysitting,Lower,None,2,0.15384615384615385,Religious leader and Congregant,25.923076923076923,38.8,57.46153846153846,72.11111111111111,74.625,32.36153846153846,68.06588319088318,58,59,3.24137931034483,2.66101694915254,2.63029891304348,2.15217391304348,3.73363636363636,3.05457070707071,3.21598801743258,2.65245694359447
52cfab01d2c1a35a2c219d1bc794c579,restaurant,Higher,Precedent,2,0.2,Superior and Subordinate,46.5,61.75,65.64285714285714,59.833333333333336,85.21739130434783,54.125,70.2311939268461,58,59,2.56896551724138,0.457627118644068,2.01547619047619,-3.37837837837817e-4,3.07027290448343,0.903869047619048,2.5558125926351,0.448848030280808
52cfab01d2c1a35a2c219d1bc794c579,restaurant,Higher,Reciprocity,6,0.6,Superior and Subordinate,46.5,61.75,65.64285714285714,59.833333333333336,85.21739130434783,54.125,70.2311939268461,58,59,2.56896551724138,0.457627118644068,2.01547619047619,-3.37837837837817e-4,3.07027290448343,0.903869047619048,2.5558125926351,0.448848030280808
52cfab01d2c1a35a2c219d1bc794c579,restaurant,Higher,None,2,0.2,Superior and Subordinate,46.5,61.75,65.64285714285714,59.833333333333336,85.21739130434783,54.125,70.2311939268461,58,59,2.56896551724138,0.457627118644068,2.01547619047619,-3.37837837837817e-4,3.07027290448343,0.903869047619048,2.5558125926351,0.448848030280808
52cfab01d2c1a35a2c219d1bc794c579,meeting location,Lower,Precedent,3,0.375,Manager and Staff,49.73913043478261,40.6,64.0625,69.3076923076923,87.9090909090909,45.16956521739131,73.75976107226107,58,59,0.410714285714286,1.16949152542373,0.0137323943661971,0.874950396825397,0.840052631578947,1.5,0.410099834785618,1.1688718888613
52cfab01d2c1a35a2c219d1bc794c579,meeting location,Lower,Reciprocity,4,0.5,Manager and Staff,49.73913043478261,40.6,64.0625,69.3076923076923,87.9090909090909,45.16956521739131,73.75976107226107,58,59,0.410714285714286,1.16949152542373,0.0137323943661971,0.874950396825397,0.840052631578947,1.5,0.410099834785618,1.1688718888613
52cfab01d2c1a35a2c219d1bc794c579,meeting location,Lower,None,1,0.125,Manager and Staff,49.73913043478261,40.6,64.0625,69.3076923076923,87.9090909090909,45.16956521739131,73.75976107226107,58,59,0.410714285714286,1.16949152542373,0.0137323943661971,0.874950396825397,0.840052631578947,1.5,0.410099834785618,1.1688718888613
52cfab01d2c1a35a2c219d1bc794c579,weekend,Higher,Precedent,3,0.375,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,1.78947368421053,1.79310344827586,1.20350241545894,1.27584051724138,2.3500462962963,2.29323200241984,1.79097650988516,1.79706177740998
52cfab01d2c1a35a2c219d1bc794c579,weekend,Higher,Reciprocity,4,0.5,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,1.78947368421053,1.79310344827586,1.20350241545894,1.27584051724138,2.3500462962963,2.29323200241984,1.79097650988516,1.79706177740998
52cfab01d2c1a35a2c219d1bc794c579,weekend,Higher,None,1,0.125,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,1.78947368421053,1.79310344827586,1.20350241545894,1.27584051724138,2.3500462962963,2.29323200241984,1.79097650988516,1.79706177740998
52cfab01d2c1a35a2c219d1bc794c579,scheduling,Lower,Precedent,3,0.2727272727272727,Mentor and Mentee,14.058823529411764,22,62,83.25,96.33333333333331,18.029411764705884,80.52777777777777,58,59,2.12068965517241,1,1.58057347670251,0.559983050847457,2.61538461538462,1.43057598039216,2.11403471642181,0.999748547308371
52cfab01d2c1a35a2c219d1bc794c579,scheduling,Lower,Reciprocity,5,0.45454545454545453,Mentor and Mentee,14.058823529411764,22,62,83.25,96.33333333333331,18.029411764705884,80.52777777777777,58,59,2.12068965517241,1,1.58057347670251,0.559983050847457,2.61538461538462,1.43057598039216,2.11403471642181,0.999748547308371
52cfab01d2c1a35a2c219d1bc794c579,scheduling,Lower,None,3,0.2727272727272727,Mentor and Mentee,14.058823529411764,22,62,83.25,96.33333333333331,18.029411764705884,80.52777777777777,58,59,2.12068965517241,1,1.58057347670251,0.559983050847457,2.61538461538462,1.43057598039216,2.11403471642181,0.999748547308371
52cfab01d2c1a35a2c219d1bc794c579,housemates,Higher,Precedent,3,0.3,Landlord and Tenant,44.55555555555556,28.57894736842105,56.35294117647059,46.63636363636363,51.458333333333336,36.567251461988306,51.48254604872252,58,59,1.05263157894737,1.91525423728814,0.640592981557377,1.42548683736026,1.47058823529412,2.33333333333333,1.05227115183929,1.91331572492778
52cfab01d2c1a35a2c219d1bc794c579,housemates,Higher,Reciprocity,4,0.4,Landlord and Tenant,44.55555555555556,28.57894736842105,56.35294117647059,46.63636363636363,51.458333333333336,36.567251461988306,51.48254604872252,58,59,1.05263157894737,1.91525423728814,0.640592981557377,1.42548683736026,1.47058823529412,2.33333333333333,1.05227115183929,1.91331572492778
52cfab01d2c1a35a2c219d1bc794c579,housemates,Higher,None,3,0.3,Landlord and Tenant,44.55555555555556,28.57894736842105,56.35294117647059,46.63636363636363,51.458333333333336,36.567251461988306,51.48254604872252,58,59,1.05263157894737,1.91525423728814,0.640592981557377,1.42548683736026,1.47058823529412,2.33333333333333,1.05227115183929,1.91331572492778
52cfab01d2c1a35a2c219d1bc794c579,family meals,Equal,Precedent,2,0.2857142857142857,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,2.24137931034483,3.59322033898305,1.65375,3.09995901639344,2.79631076388889,4.03857142857143,2.23958060645718,3.59520263584445
52cfab01d2c1a35a2c219d1bc794c579,family meals,Equal,Reciprocity,4,0.5714285714285714,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,2.24137931034483,3.59322033898305,1.65375,3.09995901639344,2.79631076388889,4.03857142857143,2.23958060645718,3.59520263584445
52cfab01d2c1a35a2c219d1bc794c579,family meals,Equal,None,1,0.14285714285714285,Between cousins,24.545454545454547,6.285714285714286,42.833333333333336,80.64285714285714,55.41666666666666,15.415584415584416,59.63095238095238,58,59,2.24137931034483,3.59322033898305,1.65375,3.09995901639344,2.79631076388889,4.03857142857143,2.23958060645718,3.59520263584445
52cfab01d2c1a35a2c219d1bc794c579,architects,Higher,Precedent,7,0.5833333333333334,Supervisor and Subordinate,41.47368421052632,47,74.3,67.33333333333333,87.53846153846153,44.236842105263165,76.39059829059829,58,59,1.19298245614035,1.72413793103448,0.771893874029336,1.41666666666667,1.66694915254237,2.0600306122449,1.20792903899868,1.7207958189705
52cfab01d2c1a35a2c219d1bc794c579,architects,Higher,Reciprocity,3,0.25,Supervisor and Subordinate,41.47368421052632,47,74.3,67.33333333333333,87.53846153846153,44.236842105263165,76.39059829059829,58,59,1.19298245614035,1.72413793103448,0.771893874029336,1.41666666666667,1.66694915254237,2.0600306122449,1.20792903899868,1.7207958189705
52cfab01d2c1a35a2c219d1bc794c579,architects,Higher,None,2,0.16666666666666666,Supervisor and Subordinate,41.47368421052632,47,74.3,67.33333333333333,87.53846153846153,44.236842105263165,76.39059829059829,58,59,1.19298245614035,1.72413793103448,0.771893874029336,1.41666666666667,1.66694915254237,2.0600306122449,1.20792903899868,1.7207958189705
52cfab01d2c1a35a2c219d1bc794c579,groceries,Lower,Precedent,1,0.1,Student and Dorm Resident assistant,36.875,23.956521739130437,31.6,50.42857142857143,73.4375,30.41576086956522,51.82202380952381,58,59,2.93103448275862,1.83050847457627,2.42595838587642,1.42217391304348,3.40543976179569,2.24137931034483,2.91712465113098,1.82993127440877
